shipment_id,num_legs,total_delay,max_delay,avg_delay
96,32,-13074.0,835.0,-408.5625
97,32,-11552.5,2546.0,-361.015625
98,32,-16867.0,1088.0,-527.09375
99,32,-16779.5,1453.0,-524.359375
100,32,-12019.0,1144.0,-375.59375
101,32,-8898.0,3770.0,-278.0625
102,32,-9035.0,1068.0,-282.34375
103,32,13729.5,17962.0,429.046875
104,32,-7688.0,1606.0,-240.25
105,32,-12830.5,583.0,-400.953125
106,32,-15402.5,1930.0,-481.328125
107,32,-14251.5,1051.0,-445.359375
108,32,-16131.0,771.0,-504.09375
109,32,-13397.0,719.0,-418.65625
110,32,-12501.0,1135.0,-390.65625
111,32,-10818.0,745.0,-338.0625
112,32,-18225.0,451.0,-569.53125
113,32,-12302.0,905.0,-384.4375
114,32,-9567.5,1415.0,-298.984375
115,32,13242.5,9735.0,413.828125
116,32,3041.5,5578.0,95.046875
117,32,-16074.0,1099.0,-502.3125
118,32,-17988.5,861.0,-562.140625
119,32,-12200.0,501.0,-381.25
120,32,-12935.0,358.5,-404.21875
121,32,-11308.0,512.0,-353.375
122,32,-15489.0,534.0,-484.03125
123,32,-15184.0,401.0,-474.5
124,32,3111.5,3021.0,97.234375
125,32,-13378.5,577.0,-418.078125
126,32,-17696.0,395.0,-553.0
127,32,-7121.0,4818.0,-222.53125
128,32,-15726.0,2745.0,-491.4375
129,32,-15223.0,659.0,-475.71875
130,32,-14804.0,868.0,-462.625
131,32,-3891.5,5884.0,-121.609375
132,32,-11109.0,4034.0,-347.15625
133,32,1478.5,5546.0,46.203125
134,32,-13147.0,358.5,-410.84375
135,32,-6297.0,1072.0,-196.78125
136,32,-11393.0,754.0,-356.03125
137,32,8399.5,16160.0,262.484375
138,32,18967.5,29513.0,592.734375
139,32,-11227.5,1056.0,-350.859375
140,32,-6232.5,1006.0,-194.765625
141,32,-745.5,10855.0,-23.296875
142,32,-11995.0,3204.0,-374.84375
143,32,-5776.0,2662.0,-180.5
144,32,-12836.0,1090.0,-401.125
145,32,4470.0,5926.0,139.6875
146,32,-15496.0,656.0,-484.25
147,32,-5821.0,2322.0,-181.90625
148,32,-8520.0,1155.0,-266.25
149,32,-16098.0,358.5,-503.0625
150,32,-15861.0,1121.0,-495.65625
151,32,-16438.5,809.0,-513.703125
152,32,-11412.0,1192.0,-356.625
153,32,-19916.0,1027.0,-622.375
154,32,-12778.0,358.5,-399.3125
155,32,-16560.0,358.5,-517.5
156,32,-19407.0,358.5,-606.46875
157,32,-13459.0,921.0,-420.59375
158,32,15666.5,15104.0,489.578125
159,32,-15918.0,1101.0,-497.4375
160,32,-11922.0,631.0,-372.5625
161,32,13318.5,5170.0,416.203125
162,32,-12840.0,358.5,-401.25
163,32,-15911.5,1251.0,-497.234375
164,32,-6958.5,5672.0,-217.453125
165,32,-12211.0,1283.0,-381.59375
166,32,-20075.5,611.0,-627.359375
167,32,-18466.0,2267.0,-577.0625
168,32,-5638.0,3228.0,-176.1875
169,32,-18024.0,687.0,-563.25
170,32,-12977.0,731.0,-405.53125
171,32,5654.0,8511.0,176.6875
172,32,-11317.0,411.0,-353.65625
173,32,-11394.5,715.0,-356.078125
174,32,-1172.0,3293.0,-36.625
175,32,-17011.5,807.0,-531.609375
176,32,-10561.0,1205.0,-330.03125
177,32,-12639.5,914.0,-394.984375
178,32,-17508.0,983.0,-547.125
179,32,-15470.5,857.0,-483.453125
180,32,-14358.0,1994.0,-448.6875
181,32,-9923.5,1227.0,-310.109375
182,32,-10194.0,358.5,-318.5625
183,32,10132.5,21604.0,316.640625
184,32,-9492.0,1467.0,-296.625
185,32,-1952.5,3261.0,-61.015625
186,32,-15001.0,6635.0,-468.78125
187,32,-12316.5,555.0,-384.890625
188,32,-15626.5,953.0,-488.328125
189,32,-12164.5,971.0,-380.140625
190,32,-4793.0,2743.0,-149.78125
191,32,-13120.0,529.0,-410.0
192,32,-17874.0,358.5,-558.5625
193,32,-11313.5,1316.0,-353.546875
194,32,549.5,5344.0,17.171875
195,32,-2017.5,6936.0,-63.046875
196,32,-8269.0,1654.0,-258.40625
197,32,-15658.0,625.0,-489.3125
198,32,-11780.0,554.0,-368.125
199,32,127.0,9059.0,3.96875
200,32,-12577.0,813.0,-393.03125
201,32,-3025.5,2720.0,-94.546875
202,32,-17493.0,358.5,-546.65625
203,32,-15106.5,1688.0,-472.078125
204,32,-14688.0,358.5,-459.0
205,32,-12725.0,358.5,-397.65625
206,32,-7439.0,1719.0,-232.46875
207,32,-11818.0,697.0,-369.3125
208,32,-15274.5,411.0,-477.328125
209,32,2674.0,6072.0,83.5625
210,32,-10130.0,1793.0,-316.5625
211,32,1265.5,8622.0,39.546875
212,32,-9138.5,2442.0,-285.578125
213,32,-13318.0,1422.0,-416.1875
214,32,-7202.5,903.0,-225.078125
215,32,-10665.0,864.0,-333.28125
216,32,-16947.0,538.0,-529.59375
217,32,1317.0,16309.0,41.15625
218,32,-7234.0,2762.0,-226.0625
219,32,-8187.0,3199.0,-255.84375
220,32,-15696.0,358.5,-490.5
221,32,-10655.0,820.0,-332.96875
222,32,-13326.5,358.0,-416.453125
223,32,-10195.0,358.5,-318.59375
224,32,-4806.5,951.0,-150.203125
225,32,-15886.0,790.0,-496.4375
226,32,-437.5,8104.0,-13.671875
227,32,-14911.5,721.0,-465.984375
228,32,-6806.0,2449.0,-212.6875
229,32,-12302.5,769.0,-384.453125
230,32,-15528.0,713.0,-485.25
231,32,-14938.5,646.0,-466.828125
232,32,-10010.5,2891.0,-312.828125
233,32,-7591.0,4770.0,-237.21875
234,32,-14395.0,358.5,-449.84375
235,32,-994.0,4719.0,-31.0625
236,32,-14429.0,1998.0,-450.90625
237,32,-664.5,1666.0,-20.765625
238,32,-18018.0,358.5,-563.0625
239,32,-15549.5,353.0,-485.921875
240,32,-2987.5,6426.0,-93.359375
241,32,-14675.5,410.0,-458.609375
242,32,-14984.0,732.0,-468.25
243,32,-8520.0,2160.0,-266.25
244,32,-9128.0,1727.0,-285.25
245,32,-15714.0,565.0,-491.0625
246,32,-9859.5,705.0,-308.109375
247,32,-17045.5,2527.0,-532.671875
248,32,-2114.0,7000.0,-66.0625
249,32,1855.0,6719.0,57.96875
250,32,-13999.0,966.0,-437.46875
251,32,-16536.5,348.0,-516.765625
252,32,-15550.0,1378.0,-485.9375
253,32,-14551.0,2652.0,-454.71875
254,32,-11873.0,555.0,-371.03125
255,32,-17483.0,1386.0,-546.34375
256,32,9148.5,5637.0,285.890625
257,32,-14312.0,470.0,-447.25
258,32,3059.5,14867.0,95.609375
259,32,-18130.5,2684.0,-566.578125
260,32,-7021.5,3813.0,-219.421875
261,32,-13643.0,672.0,-426.34375
262,32,-315.0,2413.0,-9.84375
263,32,-11100.0,487.0,-346.875
264,32,-5912.5,1603.0,-184.765625
265,32,-10699.0,1987.0,-334.34375
266,32,-14840.0,1094.0,-463.75
267,32,-16504.0,358.5,-515.75
268,32,-2428.0,1408.0,-75.875
269,32,-12823.5,902.0,-400.734375
270,32,-12218.0,2204.0,-381.8125
271,32,-15681.0,616.0,-490.03125
272,32,-11648.5,2234.0,-364.015625
273,32,-10712.0,1131.0,-334.75
274,32,-7232.5,4115.0,-226.015625
275,32,-14358.5,1113.0,-448.703125
276,32,-14829.5,1106.0,-463.421875
277,32,-7321.5,4566.0,-228.796875
278,32,-5316.5,7420.0,-166.140625
279,32,3289.5,12976.0,102.796875
280,32,4014.0,3931.0,125.4375
281,32,-13399.0,2437.0,-418.71875
282,32,-15865.5,228.0,-495.796875
283,32,-13652.0,358.5,-426.625
284,32,-14130.0,1029.0,-441.5625
285,32,-9179.0,1861.0,-286.84375
286,32,-13233.0,855.0,-413.53125
287,32,6975.0,16705.0,217.96875
288,32,-14593.0,374.0,-456.03125
289,32,-12634.0,500.0,-394.8125
290,32,-9781.0,686.0,-305.65625
291,32,-12324.0,482.0,-385.125
292,32,-21063.5,384.0,-658.234375
293,32,-4958.0,6229.0,-154.9375
294,32,-9253.0,1316.0,-289.15625
295,32,-5763.0,5329.0,-180.09375
296,32,-10945.0,938.0,-342.03125
297,32,-14488.0,358.5,-452.75
298,32,-13298.0,956.0,-415.5625
299,32,-12268.5,702.0,-383.390625
300,32,-12254.0,1134.0,-382.9375
301,32,-982.0,2804.0,-30.6875
302,32,-9076.0,972.0,-283.625
303,32,-9651.0,962.0,-301.59375
304,32,-17523.0,839.0,-547.59375
305,32,-13479.0,1758.0,-421.21875
306,32,-12506.5,2454.0,-390.828125
307,32,-18254.0,599.0,-570.4375
308,32,17787.0,28982.0,555.84375
309,32,-2068.5,1878.0,-64.640625
310,32,-4256.0,5712.0,-133.0
311,32,-12159.0,771.0,-379.96875
312,32,-17588.5,1015.0,-549.640625
313,32,-17694.0,1015.0,-552.9375
314,32,-17741.0,358.5,-554.40625
315,32,-14153.0,483.0,-442.28125
316,32,-6813.0,5292.0,-212.90625
317,32,-11591.0,1589.0,-362.21875
318,32,-6975.5,3192.0,-217.984375
319,32,-11546.5,3787.0,-360.828125
320,32,13213.5,22649.0,412.921875
321,32,-8697.0,1023.0,-271.78125
322,32,-17239.0,581.0,-538.71875
323,32,-12979.0,706.0,-405.59375
324,32,907.0,2480.0,28.34375
325,32,-16187.0,374.0,-505.84375
326,32,1870.5,2100.0,58.453125
327,32,-1728.0,9112.0,-54.0
328,32,-3062.5,6311.0,-95.703125
329,32,6746.0,12663.0,210.8125
330,32,-11887.0,879.0,-371.46875
331,32,-11183.5,2312.0,-349.484375
332,32,40847.5,50502.0,1276.484375
333,32,-11314.0,1180.0,-353.5625
334,32,-13198.0,653.0,-412.4375
335,32,-9723.0,793.0,-303.84375
336,32,-1423.0,4793.0,-44.46875
337,32,-7747.0,2752.0,-242.09375
338,32,-16188.0,778.0,-505.875
339,32,-4382.0,3381.0,-136.9375
340,32,-9553.0,657.0,-298.53125
341,32,-20796.0,738.0,-649.875
342,32,-11212.5,973.0,-350.390625
343,32,-15956.0,748.0,-498.625
344,32,3623.5,6309.0,113.234375
345,32,-11216.5,1434.0,-350.515625
346,32,-16910.0,358.5,-528.4375
347,32,-8035.0,915.0,-251.09375
348,32,5816.5,8606.0,181.765625
349,32,-11483.0,1308.0,-358.84375
350,32,-11493.0,358.5,-359.15625
351,32,3709.0,6516.0,115.90625
352,32,-8947.0,4208.0,-279.59375
353,32,-8882.5,3434.0,-277.578125
354,32,-16890.5,622.0,-527.828125
355,32,-15959.0,1004.0,-498.71875
356,32,-2939.0,5364.0,-91.84375
357,32,-7616.0,1129.0,-238.0
358,32,-6640.0,885.0,-207.5
359,32,-7341.0,596.0,-229.40625
360,32,-8521.0,3070.0,-266.28125
361,32,-14094.0,1013.0,-440.4375
362,32,-20475.0,985.0,-639.84375
363,32,-7806.0,1642.0,-243.9375
364,32,-6955.0,5798.0,-217.34375
365,32,-14916.0,2977.0,-466.125
366,32,-14811.0,358.5,-462.84375
367,32,-15004.0,3447.0,-468.875
368,32,6200.5,4432.0,193.765625
369,32,-7054.0,2429.0,-220.4375
370,32,-16688.0,876.0,-521.5
371,32,-4548.0,3335.0,-142.125
372,32,-9340.5,1837.0,-291.890625
373,32,-15198.0,382.0,-474.9375
374,32,-9511.0,1114.0,-297.21875
375,32,-14527.0,615.0,-453.96875
376,32,-13883.0,853.0,-433.84375
377,32,-10043.0,358.5,-313.84375
378,32,-20186.5,358.0,-630.828125
379,32,-4367.5,695.0,-136.484375
380,32,-7783.0,358.5,-243.21875
381,32,-2527.5,10077.0,-78.984375
382,32,-9295.0,1961.0,-290.46875
383,32,-15634.0,358.5,-488.5625
384,32,-13609.0,1126.0,-425.28125
385,32,-14477.0,1064.0,-452.40625
386,32,-7182.5,1090.0,-224.453125
387,32,-11289.0,358.5,-352.78125
388,32,8368.5,15389.0,261.515625
389,32,-13975.0,424.0,-436.71875
390,32,-17390.0,1015.0,-543.4375
391,32,-12615.0,1325.0,-394.21875
392,32,-1613.0,6418.0,-50.40625
393,32,1708.5,9855.0,53.390625
394,32,-11965.5,703.0,-373.921875
395,32,-16453.0,733.0,-514.15625
396,32,-2129.0,5423.0,-66.53125
397,32,-14546.5,988.0,-454.578125
398,32,891.5,4234.0,27.859375
399,32,-24818.0,681.0,-775.5625
400,32,-11261.5,207.0,-351.921875
401,32,-15638.0,401.0,-488.6875
402,32,-3452.0,7857.0,-107.875
403,32,-11838.0,2634.0,-369.9375
404,32,-15575.0,1814.0,-486.71875
405,32,-9762.0,3298.0,-305.0625
406,32,-13620.0,640.0,-425.625
407,32,-10745.0,864.0,-335.78125
408,32,-15437.0,375.0,-482.40625
409,32,6019.5,16179.0,188.109375
410,32,-16065.0,510.0,-502.03125
411,32,-6695.0,4243.0,-209.21875
412,32,-13224.0,551.0,-413.25
413,32,40788.5,42425.0,1274.640625
414,32,-18784.0,859.0,-587.0
415,32,-8187.0,1825.0,-255.84375
416,32,-3427.5,2108.0,-107.109375
417,32,-14171.0,1735.0,-442.84375
418,32,-13951.0,891.0,-435.96875
419,32,-12977.0,992.0,-405.53125
420,32,-14062.5,865.0,-439.453125
421,32,-13891.5,2361.0,-434.109375
422,32,-8015.0,5806.0,-250.46875
423,32,-5182.5,2848.0,-161.953125
424,32,-14971.0,431.0,-467.84375
425,32,-13833.0,1142.0,-432.28125
426,32,-12566.5,1325.0,-392.703125
427,32,-11161.5,904.0,-348.796875
428,32,-15504.5,951.0,-484.515625
429,32,-4951.0,1100.0,-154.71875
430,32,-14921.0,358.5,-466.28125
431,32,-5891.5,2207.0,-184.109375
432,32,-16941.5,151.0,-529.421875
433,32,-7173.0,677.0,-224.15625
434,32,-10808.5,1785.0,-337.765625
435,32,-2308.5,2467.0,-72.140625
436,32,-7198.0,1337.0,-224.9375
437,32,-17274.0,358.5,-539.8125
438,32,-17124.5,765.0,-535.140625
439,32,-9714.5,1170.0,-303.578125
440,32,-14783.0,1075.0,-461.96875
441,32,-16601.0,358.5,-518.78125
442,32,-10406.5,1755.0,-325.203125
443,32,-11413.5,1017.0,-356.671875
444,32,-14559.0,1255.0,-454.96875
445,32,-20803.0,1193.0,-650.09375
446,32,-5547.0,654.0,-173.34375
447,32,-17355.0,982.0,-542.34375
448,32,-12847.0,1268.0,-401.46875
449,32,-5917.0,1565.0,-184.90625
450,32,-18332.0,892.0,-572.875
451,32,-7266.5,856.0,-227.078125
452,32,-9111.0,358.5,-284.71875
453,32,-11790.0,1979.0,-368.4375
454,32,-18550.0,1746.0,-579.6875
455,32,-8404.0,358.5,-262.625
456,32,-15139.0,358.5,-473.09375
457,32,3385.5,16424.0,105.796875
458,32,-20080.5,2704.0,-627.515625
459,32,-12756.5,4279.0,-398.640625
460,32,-16721.0,465.0,-522.53125
461,32,2242.0,8543.0,70.0625
462,32,-3978.0,3398.0,-124.3125
463,32,-14588.0,825.0,-455.875
464,32,-15278.0,1609.0,-477.4375
465,32,-6201.0,4066.0,-193.78125
466,32,-18322.5,1010.0,-572.578125
467,32,-4103.5,1890.0,-128.234375
468,32,-15818.0,1000.0,-494.3125
469,32,1270.0,5006.0,39.6875
470,32,-12431.0,358.5,-388.46875
471,32,-17562.0,358.5,-548.8125
472,32,-11824.5,2451.0,-369.515625
473,32,-13996.5,862.0,-437.390625
474,32,-11164.5,1598.0,-348.890625
475,32,23696.0,35518.0,740.5
476,32,7929.5,8985.0,247.796875
477,32,4694.5,3730.0,146.703125
478,32,-11536.0,358.5,-360.5
479,32,1990.5,3200.0,62.203125
480,32,-2202.5,2247.0,-68.828125
481,32,-8688.5,2173.0,-271.515625
482,32,-13687.5,1094.0,-427.734375
483,32,-12200.0,358.5,-381.25
484,32,-9825.0,784.0,-307.03125
485,32,-14852.0,358.5,-464.125
486,32,-14244.0,1094.0,-445.125
487,32,3985.0,14447.0,124.53125
488,32,3433.5,6333.0,107.296875
489,32,-7341.5,3070.0,-229.421875
490,32,-15359.0,2312.0,-479.96875
491,32,-15158.5,1133.0,-473.703125
492,32,-3793.5,2702.0,-118.546875
493,32,68583.0,76253.0,2143.21875
494,32,-6932.0,1402.0,-216.625
495,32,-4918.0,1912.0,-153.6875
496,32,-11968.0,358.5,-374.0
497,32,-16661.0,358.5,-520.65625
498,32,9917.5,13750.0,309.921875
499,32,-7897.5,2283.0,-246.796875
500,32,-17665.0,1063.0,-552.03125
501,32,-4894.5,1649.0,-152.953125
502,32,-15145.0,896.0,-473.28125
503,32,-13053.0,3859.0,-407.90625
504,32,1547.5,7222.0,48.359375
505,32,-15203.5,1339.0,-475.109375
506,32,-8229.0,5356.0,-257.15625
507,32,-12090.0,3129.0,-377.8125
508,32,-15909.5,946.0,-497.171875
509,32,-12712.5,335.0,-397.265625
510,32,-17440.0,921.0,-545.0
511,32,-13073.0,917.0,-408.53125
512,32,-13876.0,1176.0,-433.625
513,32,6366.5,6298.0,198.953125
514,32,-11938.0,1626.0,-373.0625
515,32,-13964.0,358.5,-436.375
516,32,-17847.5,2757.0,-557.734375
517,32,-18567.5,253.0,-580.234375
518,32,-28310.5,657.0,-884.703125
519,32,-12048.0,358.5,-376.5
520,32,-15605.5,5633.0,-487.671875
521,32,-7793.5,3461.0,-243.546875
522,32,-10971.0,1124.0,-342.84375
523,32,10722.0,22125.0,335.0625
524,32,-8903.0,3770.0,-278.21875
525,32,-19006.5,989.0,-593.953125
526,32,-15694.0,2341.0,-490.4375
527,32,-15827.0,571.0,-494.59375
528,32,-6505.5,2203.0,-203.296875
529,32,-9886.0,973.0,-308.9375
530,32,-9521.0,1703.0,-297.53125
531,32,-17291.0,383.0,-540.34375
532,32,-16432.5,249.0,-513.515625
533,32,-9039.5,1004.0,-282.484375
534,32,-15050.0,959.0,-470.3125
535,32,-16955.0,919.0,-529.84375
536,32,-13566.0,676.0,-423.9375
537,32,-12987.0,543.0,-405.84375
538,32,1280.5,10641.0,40.015625
539,32,-17409.0,358.5,-544.03125
540,32,-15579.5,920.0,-486.859375
541,32,-4446.0,3838.0,-138.9375
542,32,-8646.0,358.5,-270.1875
543,32,-16005.0,1975.0,-500.15625
544,32,-13349.0,963.0,-417.15625
545,32,3321.0,10292.0,103.78125
546,32,-8302.0,2537.0,-259.4375
547,32,-15651.0,696.0,-489.09375
548,32,-13190.5,1073.0,-412.203125
549,32,-11250.0,594.0,-351.5625
550,32,-10376.0,638.0,-324.25
551,32,-12186.0,905.0,-380.8125
552,32,-17231.5,1429.0,-538.484375
553,32,-11200.5,712.0,-350.015625
554,32,-10639.5,593.0,-332.484375
555,32,-10490.0,364.0,-327.8125
556,32,-15090.5,2383.0,-471.578125
557,32,-12787.0,809.0,-399.59375
558,32,-7825.0,2553.0,-244.53125
559,32,-14977.0,358.5,-468.03125
560,32,-14544.0,901.0,-454.5
561,32,-15937.0,970.0,-498.03125
562,32,-12569.0,552.0,-392.78125
563,32,-15064.0,685.0,-470.75
564,32,-17899.0,1022.0,-559.34375
565,32,-14608.0,358.5,-456.5
566,32,-15803.5,3026.0,-493.859375
567,32,-16701.0,1276.0,-521.90625
568,32,-15674.0,2204.0,-489.8125
569,32,-15562.0,829.0,-486.3125
570,32,-11764.0,1319.0,-367.625
571,32,656.5,3088.0,20.515625
572,32,-12236.0,2850.0,-382.375
573,32,-5279.0,2708.0,-164.96875
574,32,-7923.0,5140.0,-247.59375
575,32,-6339.0,3199.0,-198.09375
576,32,-13027.0,358.5,-407.09375
577,32,-9127.0,2588.0,-285.21875
578,32,-15244.5,2346.0,-476.390625
579,32,-12752.0,590.0,-398.5
580,32,-16636.5,2937.0,-519.890625
581,32,-10154.0,2466.0,-317.3125
582,32,-13297.5,613.0,-415.546875
583,32,9009.5,6104.0,281.546875
584,32,-13314.5,272.0,-416.078125
585,32,-14233.5,486.0,-444.796875
586,32,-11322.0,1446.0,-353.8125
587,32,-315.5,2871.0,-9.859375
588,32,33090.0,37332.0,1034.0625
589,32,-20398.5,949.0,-637.453125
590,32,-3877.0,4429.0,-121.15625
591,32,15573.5,12797.0,486.671875
592,32,-3513.0,7151.0,-109.78125
593,32,-16951.0,1127.0,-529.71875
594,32,-3759.0,814.0,-117.46875
595,32,-25705.0,754.0,-803.28125
596,32,-15354.0,776.0,-479.8125
597,32,-15544.5,1406.0,-485.765625
598,32,63154.5,76925.0,1973.578125
599,32,-13375.5,1064.0,-417.984375
600,32,-16086.0,2309.0,-502.6875
601,32,-13464.0,618.0,-420.75
602,32,1403.0,12883.0,43.84375
603,32,-15231.0,944.0,-475.96875
604,32,11286.0,11407.0,352.6875
605,32,-12985.5,716.0,-405.796875
606,32,-15449.0,358.5,-482.78125
607,32,-12038.0,1073.0,-376.1875
608,32,-18609.5,3014.0,-581.546875
609,32,-13250.0,438.0,-414.0625
610,32,-2099.0,4908.0,-65.59375
611,32,-6218.5,2390.0,-194.328125
612,32,-7019.0,809.0,-219.34375
613,32,-2051.0,11700.0,-64.09375
614,32,-11704.0,387.0,-365.75
615,32,266.0,3391.0,8.3125
616,32,-13298.0,585.0,-415.5625
617,32,-15889.0,930.0,-496.53125
618,32,-18558.0,955.0,-579.9375
619,32,-13603.0,358.5,-425.09375
620,32,-221.5,2560.0,-6.921875
621,32,-8335.0,600.0,-260.46875
622,32,-11216.0,1331.0,-350.5
623,32,-10484.0,1284.0,-327.625
624,32,-9879.0,532.0,-308.71875
625,32,-21418.5,1246.0,-669.328125
626,32,-15119.5,824.0,-472.484375
627,32,-13531.0,3986.0,-422.84375
628,32,-13955.0,1582.0,-436.09375
629,32,-13393.5,806.0,-418.546875
630,32,-15198.0,358.5,-474.9375
631,32,-11608.5,1381.0,-362.765625
632,32,-8455.0,1284.0,-264.21875
633,32,-4239.0,1881.0,-132.46875
634,32,-15118.0,576.0,-472.4375
635,32,-15328.0,524.0,-479.0
636,32,-8523.0,2873.0,-266.34375
637,32,-9504.0,1477.0,-297.0
638,32,-17572.0,358.5,-549.125
639,32,-14911.5,783.0,-465.984375
640,32,-15567.0,358.5,-486.46875
641,32,-3501.5,1974.0,-109.421875
642,32,4101.0,4699.0,128.15625
643,32,-15201.0,1606.0,-475.03125
644,32,-12971.0,667.0,-405.34375
645,32,5995.5,18647.0,187.359375
646,32,-10616.0,604.0,-331.75
647,32,-2277.5,9394.0,-71.171875
648,32,-13127.0,925.0,-410.21875
649,32,-8888.0,606.0,-277.75
650,32,-14641.0,807.0,-457.53125
651,32,-6971.0,1178.0,-217.84375
652,32,-13921.0,1116.0,-435.03125
653,32,-5510.0,1460.0,-172.1875
654,32,-13327.5,658.0,-416.484375
655,32,-11663.5,1862.0,-364.484375
656,32,-16525.5,2031.0,-516.421875
657,32,-11491.0,806.0,-359.09375
658,32,5425.5,8269.0,169.546875
659,32,-14995.0,483.0,-468.59375
660,32,-7326.5,2919.0,-228.953125
661,32,-14413.0,914.0,-450.40625
662,32,-6099.5,4462.0,-190.609375
663,32,-13153.5,636.0,-411.046875
664,32,-17407.0,358.5,-543.96875
665,32,-13734.5,834.0,-429.203125
666,32,12472.5,22160.0,389.765625
667,32,-1920.0,4621.0,-60.0
668,32,-11759.0,911.0,-367.46875
669,32,-15498.0,926.0,-484.3125
670,32,-12673.0,888.0,-396.03125
671,32,-14247.5,1117.0,-445.234375
672,32,2193.5,3253.0,68.546875
673,32,-15471.0,358.5,-483.46875
674,32,-18995.5,487.0,-593.609375
675,32,5505.0,15162.0,172.03125
676,32,-710.5,5764.0,-22.203125
677,32,-5727.0,4688.0,-178.96875
678,32,-11258.5,877.0,-351.828125
679,32,-14071.0,3672.0,-439.71875
680,32,3173.0,10425.0,99.15625
681,32,-15407.5,852.0,-481.484375
682,32,-7551.0,1225.0,-235.96875
683,32,-5464.0,663.0,-170.75
684,32,19170.5,16028.0,599.078125
685,32,-10780.0,2569.0,-336.875
686,32,-15071.0,1444.0,-470.96875
687,32,-7387.0,1956.0,-230.84375
688,32,-14864.0,358.5,-464.5
689,32,-9631.0,894.0,-300.96875
690,32,-9239.0,2736.0,-288.71875
